State,Dem,Rep,Date,Pollster
KY,33.42,34.87,Sep 09 2016,Google Consumer Surveys
KY,34.13,61,Nov 03 2016,IPSOS
KY,39.38,53.08,Oct 15 2016,IPSOS
LA,38,52,Nov 08 2016,SurveyMonkey
LA,34,54,Oct 21 2016,MasonDixon
LA,35,50,Oct 26 2016,SouthernMediaOpinionResearch
LA,40,43,Nov 02 2016,The Times-Picayune/Lucid
LA,35,49,Oct 30 2016,University of New Orleans
LA,38,45,Oct 17 2016,JMC Enterprises
LA,21.92,53.7,Nov 07 2016,Google Consumer Surveys
LA,36.12,51.56,Nov 07 2016,IPSOS
LA,35.9,47.3,Nov 07 2016,YouGov
LA,35,52,Oct 17 2016,Market Research Insight
LA,38,52,Nov 07 2016,SurveyMonkey
LA,35,45,Sep 26 2016,JMC Enterprises
LA,28.59,49.58,Nov 01 2016,Google Consumer Surveys
LA,32.6,48.9,Sep 21 2016,SouthernMediaOpinionResearch
LA,40,46,Sep 09 2016,Anzalone Liszt Grove Research
LA,34.12,44.79,Oct 27 2016,Google Consumer Surveys
LA,34,52.56,Oct 29 2016,IPSOS
LA,35.83,53.2,Nov 04 2016,IPSOS
LA,38,52,Nov 05 2016,SurveyMonkey
LA,25.88,51.95,Oct 21 2016,Google Consumer Surveys
LA,37,54,Oct 28 2016,SurveyMonkey
LA,35.5,51.46,Oct 22 2016,IPSOS
LA,37,52,Nov 04 2016,SurveyMonkey
LA,37,51,Nov 03 2016,SurveyMonkey
LA,35.98,49.16,Oct 15 2016,IPSOS
LA,25.82,49.54,Oct 17 2016,Google Consumer Surveys
LA,37,51,Nov 02 2016,SurveyMonkey
LA,38,53,Oct 27 2016,SurveyMonkey
LA,38,51,Nov 01 2016,SurveyMonkey
LA,35.53,50.88,Oct 10 2016,IPSOS
LA,36,54,Oct 31 2016,SurveyMonkey
LA,22.83,49.2,Oct 10 2016,Google Consumer Surveys
LA,33,49,Sep 06 2016,SurveyMonkey
LA,38,53,Oct 26 2016,SurveyMonkey
LA,31.23,45.71,Oct 05 2016,Google Consumer Surveys
LA,37.53,49.56,Oct 03 2016,IPSOS
LA,35.79,51.87,Sep 26 2016,IPSOS
LA,30.6,45.73,Sep 28 2016,Google Consumer Surveys
LA,25.28,53.54,Sep 22 2016,Google Consumer Surveys
LA,34.25,54.2,Sep 16 2016,IPSOS
LA,26.43,45.38,Sep 14 2016,Google Consumer Surveys
LA,33.24,59.91,Sep 10 2016,IPSOS
LA,23.88,50.15,Sep 09 2016,Google Consumer Surveys
LA,36.85,56.69,Sep 04 2016,IPSOS
LA,23.53,49.56,Sep 09 2016,Google Consumer Surveys
LA,39.41,50.38,Aug 26 2016,IPSOS
LA,21.03,51.78,Sep 09 2016,Google Consumer Surveys
LA,38.11,48.16,Aug 24 2016,IPSOS
LA,36,52,May 10 2016,JMC Enterprises
LA,27.03,46.2,Sep 09 2016,Google Consumer Surveys
MA,56,30,Nov 08 2016,SurveyMonkey
MA,56,26,Nov 04 2016,WesternNewEnglandU
MA,57,25,Oct 27 2016,SuffolkU
MA,54,28,Oct 18 2016,MassINC
MA,47.84,25.89,Nov 07 2016,Google Consumer Surveys
MA,53.14,35.79,Nov 07 2016,IPSOS
MA,51.3,28.6,Nov 07 2016,YouGov
MA,47,34,Sep 26 2016,YouGov
MA,56,29,Nov 07 2016,SurveyMonkey
MA,58,26,Oct 06 2016,WesternNewEnglandU
MA,50,33,Sep 07 2016,Emerson College
MA,54,28,Sep 14 2016,MassINC
MA,50.89,33.42,Nov 03 2016,IPSOS
MA,52.57,36.76,Nov 04 2016,IPSOS
MA,46.3,24.67,Nov 01 2016,Google Consumer Surveys
MA,56.14,26.81,Oct 29 2016,IPSOS
MA,50.28,24.09,Oct 27 2016,Google Consumer Surveys
MA,55,29,Nov 05 2016,SurveyMonkey
MA,60,29,Oct 28 2016,SurveyMonkey
MA,57,25.36,Oct 22 2016,IPSOS
MA,56,29,Nov 04 2016,SurveyMonkey
MA,48.34,23.72,Oct 21 2016,Google Consumer Surveys
MA,57,29,Nov 03 2016,SurveyMonkey
MA,54.07,28.57,Oct 15 2016,IPSOS
MA,58,29,Nov 02 2016,SurveyMonkey
MA,58,29,Nov 01 2016,SurveyMonkey
MA,60,29,Oct 27 2016,SurveyMonkey
MA,58,28,Oct 31 2016,SurveyMonkey
MA,52.83,18.93,Oct 17 2016,Google Consumer Surveys
MA,48.99,29.85,Oct 10 2016,IPSOS
MA,49,31,Jul 28 2016,Hickman Analytics
MA,52.75,19.79,Oct 10 2016,Google Consumer Surveys
MA,50.12,28.38,Oct 03 2016,IPSOS
MA,61,28,Oct 26 2016,SurveyMonkey
MA,50.2,22.82,Oct 05 2016,Google Consumer Surveys
MA,48,29,Sep 06 2016,SurveyMonkey
MA,53.52,30.28,Sep 26 2016,IPSOS
MA,49.68,22.87,Sep 28 2016,Google Consumer Surveys
MA,53.07,31.09,Sep 16 2016,IPSOS
MA,50.03,23.57,Sep 22 2016,Google Consumer Surveys
MA,53.47,29.86,Sep 10 2016,IPSOS
MA,42.9,28.07,Sep 14 2016,Google Consumer Surveys
MA,55,31,May 10 2016,SuffolkU
MA,47.92,31.85,Sep 04 2016,IPSOS
MA,43.78,24.19,Sep 09 2016,Google Consumer Surveys
MA,48.64,23.46,Sep 09 2016,Google Consumer Surveys
MA,46.28,32.51,Aug 26 2016,IPSOS
MA,52.52,29.58,Aug 24 2016,IPSOS
MA,50.66,22,Sep 09 2016,Google Consumer Surveys
MA,62,26,May 05 2016,WesternNewEnglandU
MA,50.33,21.5,Sep 09 2016,Google Consumer Surveys
MD,59,28,Nov 08 2016,SurveyMonkey
MD,44.82,31.28,Nov 07 2016,Google Consumer Surveys
MD,55.69,33.6,Nov 07 2016,IPSOS
MD,63,27,Oct 06 2016,ABCNews
MD,55,29.2,Nov 07 2016,YouGov
MD,60,29,Nov 07 2016,SurveyMonkey
MD,58,25,Sep 22 2016,Goucher College
MD,47.3,25.15,Nov 01 2016,Google Consumer Surveys
MD,54,25,Sep 06 2016,OpinionWorks
MD,53.64,33.56,Oct 29 2016,IPSOS
MD,53.26,35.12,Nov 04 2016,IPSOS
MD,48.15,26,Oct 27 2016,Google Consumer Surveys
MD,62,27,Oct 28 2016,SurveyMonkey
MD,61,28,Nov 05 2016,SurveyMonkey
MD,53.03,28.62,Oct 22 2016,IPSOS
MD,62,27,Nov 04 2016,SurveyMonkey
MD,53.72,31.56,Oct 15 2016,IPSOS
MD,49.12,25.44,Oct 21 2016,Google Consumer Surveys
MD,63,26,Nov 03 2016,SurveyMonkey
MD,62,27,Oct 27 2016,SurveyMonkey
MD,63,27,Nov 02 2016,SurveyMonkey
MD,63,27,Nov 01 2016,SurveyMonkey
MD,63,27,Oct 31 2016,SurveyMonkey
MD,53.07,31.74,Oct 10 2016,IPSOS
MD,47.49,24.96,Oct 17 2016,Google Consumer Surveys
MD,61,27,Oct 26 2016,SurveyMonkey
MD,51.84,32.73,Oct 03 2016,IPSOS
MD,48.14,25.89,Oct 10 2016,Google Consumer Surveys
MD,48.83,23.09,Oct 05 2016,Google Consumer Surveys
MD,54,27,Sep 06 2016,SurveyMonkey
MD,50.27,33.88,Sep 26 2016,IPSOS
MD,40.59,28.62,Sep 28 2016,Google Consumer Surveys
MD,53.13,29.03,Sep 16 2016,IPSOS
MD,43.47,26.86,Sep 22 2016,Google Consumer Surveys
MD,53.93,29.58,Sep 10 2016,IPSOS
MD,52.18,32.11,Sep 04 2016,IPSOS
MD,63,27,Apr 18 2016,MaristColl
MD,43.81,25.98,Sep 14 2016,Google Consumer Surveys
MD,61,28,Apr 20 2016,PPP
MD,46.95,23.56,Sep 09 2016,Google Consumer Surveys
MD,45.83,24.29,Sep 09 2016,Google Consumer Surveys
MD,63,28,May 05 2016,ABCNews
MD,53.02,30.47,Aug 26 2016,IPSOS
MD,44.15,25.86,Sep 09 2016,Google Consumer Surveys
MD,52.87,29.37,Aug 24 2016,IPSOS
MD,48.93,21.31,Sep 09 2016,Google Consumer Surveys
MD,52.92,33.96,Nov 03 2016,IPSOS
ME,46,42,Nov 01 2016,Emerson College
ME,46,38,Nov 08 2016,SurveyMonkey
ME,48,37,Oct 30 2016,UofNewHampshire
ME,42,37,Nov 01 2016,MainePeoplesResCtr
ME,42.33,35.08,Nov 07 2016,IPSOS
ME,38.7,34,Nov 07 2016,YouGov
ME,47,39,Nov 07 2016,SurveyMonkey
ME,52.03,21.28,Nov 07 2016,Google Consumer Surveys
ME,42,39,Sep 13 2016,SurveyUSA
ME,42,36,Oct 21 2016,MainePeoplesResCtr
ME,40,36,Sep 25 2016,UofNewHampshire
ME,41.52,26.58,Nov 01 2016,Google Consumer Surveys
ME,44,36.1,Oct 12 2016,MainePeoplesResCtr
ME,44,35,Sep 07 2016,Emerson College
ME,46.47,26.61,Oct 27 2016,Google Consumer Surveys
ME,45.5,39.17,Oct 29 2016,IPSOS
ME,36.58,36.27,Oct 21 2016,Google Consumer Surveys
ME,43,33,Aug 11 2016,Gravis Marketing
ME,45.46,37.22,Nov 04 2016,IPSOS
ME,47,39,Nov 05 2016,SurveyMonkey
ME,51,36,Oct 28 2016,SurveyMonkey
ME,48,39,Nov 04 2016,SurveyMonkey
ME,47,38,Nov 03 2016,SurveyMonkey
ME,37,36.7,Sep 20 2016,MainePeoplesResCtr
ME,47.76,38.69,Oct 22 2016,IPSOS
ME,42.77,25.71,Oct 17 2016,Google Consumer Surveys
ME,49,37,Nov 02 2016,SurveyMonkey
ME,49,37,Nov 01 2016,SurveyMonkey
ME,48.2,34.82,Oct 15 2016,IPSOS
ME,52,35,Oct 27 2016,SurveyMonkey
ME,50,38,Oct 31 2016,SurveyMonkey
ME,45.94,33.06,Oct 10 2016,IPSOS
ME,49.93,22.54,Oct 05 2016,Google Consumer Surveys
ME,45.01,33.56,Oct 03 2016,IPSOS
ME,42.82,41.51,Oct 10 2016,Google Consumer Surveys
ME,51,35,Oct 26 2016,SurveyMonkey
ME,36.31,28.63,Sep 28 2016,Google Consumer Surveys
ME,37,34,Sep 06 2016,SurveyMonkey
ME,42,32,Sep 14 2016,MainePeoplesResCtr
ME,39.71,38.19,Sep 26 2016,IPSOS
ME,42,35,Jun 26 2016,UofNewHampshire
ME,33.3,35.15,Sep 22 2016,Google Consumer Surveys
ME,33.34,27.83,Sep 14 2016,Google Consumer Surveys
ME,41,39.71,Sep 16 2016,IPSOS
ME,37.56,28.42,Sep 09 2016,Google Consumer Surveys
ME,52.06,32.89,Sep 10 2016,IPSOS
ME,47.02,17.28,Sep 09 2016,Google Consumer Surveys
ME,35.99,32.25,Sep 09 2016,Google Consumer Surveys
ME,42.22,41.65,Sep 04 2016,IPSOS
ME,38.78,39.83,Aug 26 2016,IPSOS
ME,45.25,17.56,Sep 09 2016,Google Consumer Surveys
ME,32.92,37.19,Aug 24 2016,IPSOS
ME,43,34,Jun 02 2016,CriticalInsights
MI,46,41,Nov 04 2016,PPP
MI,44,42,Nov 08 2016,SurveyMonkey
MI,46.82,48.52,Nov 07 2016,Trafalgar Group
MI,46,41,Nov 07 2016,Gravis Marketing
MI,42,38,Nov 04 2016,EPICMRA
MI,47,41,Nov 07 2016,MitchellResearch
MI,44,44,Nov 04 2016,Strategic National
MI,50,43,Oct 28 2016,Emerson College
MI,35.18,34.05,Nov 07 2016,Google Consumer Surveys
MI,41,34,Oct 27 2016,EPICMRA
MI,41,36,Oct 22 2016,Marketing Resource Group (MRG)
MI,45.95,44.53,Nov 07 2016,IPSOS
MI,42.2,30.6,Oct 12 2016,GlengariffGroup
MI,47,28,Nov 02 2016,Michigan State University
MI,42,36,Nov 07 2016,YouGov
MI,45,44,Nov 02 2016,Strategic National
MI,46,41,Nov 06 2016,MitchellResearch
MI,43,32,Oct 06 2016,EPICMRA
MI,46,41,Oct 02 2016,Target Insyght
MI,42,35,Sep 30 2016,GlengariffGroup
MI,44,42,Nov 07 2016,SurveyMonkey
MI,47,44,Nov 03 2016,MitchellResearch
MI,43.33,43.13,Nov 04 2016,IPSOS
MI,41.34,37.11,Oct 29 2016,IPSOS
MI,37.5,34.9,Nov 01 2016,Google Consumer Surveys
MI,43.6,37.2,Aug 25 2016,SuffolkU
MI,44.9,39.5,Aug 29 2016,Emerson College
MI,38,35,Sep 15 2016,EPICMRA
MI,45.18,40.82,Oct 22 2016,IPSOS
MI,47,44,Nov 02 2016,MitchellResearch
MI,43.78,37.33,Oct 15 2016,IPSOS
MI,44.24,42.29,Nov 03 2016,IPSOS
MI,50,43,Nov 01 2016,MitchellResearch
MI,38.94,32.42,Oct 27 2016,Google Consumer Surveys
MI,47,41,Oct 31 2016,MitchellResearch
MI,42,39,Jul 17 2016,YouGov
MI,48,42,Oct 26 2016,MitchellResearch
MI,44,42,Nov 05 2016,SurveyMonkey
MI,37.41,28.49,Oct 21 2016,Google Consumer Surveys
MI,49,41,Oct 25 2016,MitchellResearch
MI,44,41,Oct 28 2016,SurveyMonkey
MI,44,43,Nov 04 2016,SurveyMonkey
MI,45,37,Oct 18 2016,SurveyMonkey
MI,45,42,Nov 03 2016,SurveyMonkey
MI,34,29,Jul 18 2016,Marketing Resource Group (MRG)
MI,51,38,Oct 20 2016,MitchellResearch
MI,33.6,33.62,Oct 17 2016,Google Consumer Surveys
MI,44,43,Nov 02 2016,SurveyMonkey
MI,44.75,38.18,Oct 10 2016,IPSOS
MI,41,31.6,Aug 04 2016,GlengariffGroup
MI,43,40,Oct 27 2016,SurveyMonkey
MI,43,42,Nov 01 2016,SurveyMonkey
MI,47,37,Oct 13 2016,MitchellResearch
MI,37,34,Jul 14 2016,Gravis Marketing
MI,47,30,Jun 29 2016,Evolving Strategies
MI,43,42,Oct 31 2016,SurveyMonkey
MI,39.75,28.98,Oct 10 2016,Google Consumer Surveys
MI,39.35,39.05,Oct 03 2016,IPSOS
MI,46,41,Sep 28 2016,MitchellResearch
MI,48,33,Jun 30 2016,Greenberg Quinlan Rosner (Democracy Corps)
MI,42.97,41.67,Sep 26 2016,IPSOS
MI,37.61,30.85,Oct 05 2016,Google Consumer Surveys
MI,44,40,Oct 26 2016,SurveyMonkey
MI,37.28,29.9,Sep 28 2016,Google Consumer Surveys
MI,39,38,Sep 06 2016,SurveyMonkey
MI,34.85,33.58,Sep 22 2016,Google Consumer Surveys
MI,43.63,43.84,Sep 16 2016,IPSOS
MI,34.61,31.05,Sep 14 2016,Google Consumer Surveys
MI,45,39,Sep 12 2016,MitchellResearch
MI,42.74,41.32,Sep 10 2016,IPSOS
MI,36.8,32.7,Jun 02 2016,GlengariffGroup
MI,35.17,29.24,Sep 09 2016,Google Consumer Surveys
MI,41.5,42.49,Sep 04 2016,IPSOS
MI,49,38,Mar 28 2016,SurveyUSA
MI,34.69,30.08,Sep 09 2016,Google Consumer Surveys
MI,43.25,43.78,Aug 26 2016,IPSOS
MI,52,36,Mar 06 2016,MaristColl
MI,44,33,Aug 17 2016,MitchellResearch
MI,43.97,42.89,Aug 24 2016,IPSOS
MI,33.34,33.02,Sep 09 2016,Google Consumer Surveys
MI,37.13,29.03,Sep 09 2016,Google Consumer Surveys
MI,40,34,Jul 24 2016,MitchellResearch
MI,44,39,Jun 02 2016,Marketing Resource Group (MRG)
MI,43,41,Jun 02 2016,EPICMRA
MI,43,32,Aug 05 2016,EPICMRA
MI,47,37,Apr 08 2016,EPICMRA
MN,46,39,Nov 08 2016,SurveyMonkey
MN,49,39,Oct 29 2016,SurveyUSA
MN,47,39,Oct 24 2016,MasonDixon
MN,35.35,31.38,Nov 07 2016,Google Consumer Surveys
MN,43.9,36,Nov 07 2016,IPSOS
MN,42.3,35.9,Nov 07 2016,YouGov
MN,43,43,Sep 26 2016,Gravis Marketing
MN,46,37,Nov 07 2016,SurveyMonkey
MN,46,39,Sep 26 2016,SurveyUSA
MN,44,38,Sep 18 2016,MasonDixon
MN,34.77,28.58,Nov 01 2016,Google Consumer Surveys
MN,42.41,36.96,Nov 04 2016,IPSOS
MN,40.56,37.43,Oct 29 2016,IPSOS
MN,36.63,29.88,Oct 27 2016,Google Consumer Surveys
MN,46,38,Nov 05 2016,SurveyMonkey
MN,44.14,32.36,Oct 22 2016,IPSOS
MN,47,37,Oct 28 2016,SurveyMonkey
MN,47,37,Nov 04 2016,SurveyMonkey
MN,47,37,Nov 03 2016,SurveyMonkey
MN,42.74,35.8,Oct 15 2016,IPSOS
MN,35.95,28.73,Oct 21 2016,Google Consumer Surveys
MN,47,37,Nov 02 2016,SurveyMonkey
MN,46,37,Nov 01 2016,SurveyMonkey
MN,47,37,Oct 27 2016,SurveyMonkey
MN,42.03,37.57,Oct 10 2016,IPSOS
MN,47,38,Oct 31 2016,SurveyMonkey
MN,35.74,30.31,Oct 17 2016,Google Consumer Surveys
MN,41,34,Sep 06 2016,SurveyMonkey
MN,39.04,25.42,Oct 10 2016,Google Consumer Surveys
MN,42.8,34.63,Oct 03 2016,IPSOS
MN,47,36,Oct 26 2016,SurveyMonkey
MN,37.89,28.42,Oct 05 2016,Google Consumer Surveys
MN,42.86,35.94,Sep 26 2016,IPSOS
MN,43.91,33.76,Sep 16 2016,IPSOS
MN,37.46,28.24,Sep 28 2016,Google Consumer Surveys
MN,41.56,31.31,Sep 10 2016,IPSOS
MN,37.2,26.85,Sep 22 2016,Google Consumer Surveys
MN,41.97,32.95,Sep 04 2016,IPSOS
MN,48,35,Jun 02 2016,MasonDixon
MN,34.49,25.54,Sep 14 2016,Google Consumer Surveys
MN,34.61,26.85,Sep 09 2016,Google Consumer Surveys
MN,43.51,34.62,Aug 26 2016,IPSOS
MN,42.1,33.97,Aug 24 2016,IPSOS
MN,38.29,24.77,Sep 09 2016,Google Consumer Surveys
MN,36.85,24.96,Sep 09 2016,Google Consumer Surveys
MN,40.71,25.69,Sep 09 2016,Google Consumer Surveys
MN,43,38,Jan 25 2016,MasonDixon
MN,42.01,37.21,Nov 03 2016,IPSOS
MO,37,50,Nov 02 2016,PPP
MO,38,54,Nov 07 2016,Clarity Campaign Labs
MO,39,52,Nov 03 2016,Remington
MO,40.5,46.5,Nov 07 2016,Emerson College
MO,39,53,Oct 31 2016,BK Strategies
MO,40,48,Nov 08 2016,SurveyMonkey
MO,38,52,Nov 01 2016,MonmouthU
MO,42,47,Oct 27 2016,MasonDixon
MO,38,47,Nov 02 2016,DFMResearch
MO,37.3,35.44,Nov 07 2016,Google Consumer Surveys
MO,37,52,Nov 02 2016,Emerson College
MO,39.73,48.01,Nov 07 2016,IPSOS
MO,41,46,Oct 12 2016,MonmouthU
MO,35.8,43.3,Nov 07 2016,YouGov
MO,37,46,Sep 25 2016,YouGov
MO,39,50,Oct 27 2016,Remington
MO,40,48,Nov 07 2016,SurveyMonkey
MO,39,47,Oct 19 2016,Emerson College
MO,37.32,38.14,Nov 01 2016,Google Consumer Surveys
MO,41,47,Sep 01 2016,PPP
MO,42,47,Oct 13 2016,Remington
MO,43,44,Aug 23 2016,MonmouthU
MO,41.67,47.61,Oct 29 2016,IPSOS
MO,40.06,48.67,Nov 04 2016,IPSOS
MO,34,47,Sep 15 2016,Emerson College
MO,37,47,Jul 27 2016,SurveyUSA
MO,37.03,48.14,Oct 22 2016,IPSOS
MO,34.99,36.54,Oct 27 2016,Google Consumer Surveys
MO,41,48,Nov 05 2016,SurveyMonkey
MO,37,48,Oct 28 2016,SurveyMonkey
MO,36.11,48.21,Oct 15 2016,IPSOS
MO,39,49,Nov 04 2016,SurveyMonkey
MO,39,49,Sep 28 2016,Remington
MO,39,48,Nov 03 2016,SurveyMonkey
MO,42,45,Aug 17 2016,PPP
MO,37.53,34.42,Oct 21 2016,Google Consumer Surveys
MO,37.05,48.7,Oct 10 2016,IPSOS
MO,37,49,Oct 27 2016,SurveyMonkey
MO,39,47,Nov 02 2016,SurveyMonkey
MO,39,46,Nov 01 2016,SurveyMonkey
MO,41,40,Jul 29 2016,MasonDixon
MO,39,46,Oct 31 2016,SurveyMonkey
MO,37.93,26.95,Oct 17 2016,Google Consumer Surveys
MO,36.06,47.69,Oct 03 2016,IPSOS
MO,36,50,Oct 26 2016,SurveyMonkey
MO,34,43,Sep 06 2016,SurveyMonkey
MO,38,47,Sep 06 2016,Remington
MO,34.15,30.38,Oct 10 2016,Google Consumer Surveys
MO,35.23,50.79,Sep 26 2016,IPSOS
MO,38.49,29.66,Oct 05 2016,Google Consumer Surveys
MO,35.77,53.43,Sep 16 2016,IPSOS
MO,34.39,31.95,Sep 28 2016,Google Consumer Surveys
MO,33.97,52.69,Sep 10 2016,IPSOS
MO,33.26,31.81,Sep 22 2016,Google Consumer Surveys
MO,35.46,50.78,Sep 04 2016,IPSOS
MO,42,44,Aug 08 2016,Remington
MO,34.37,33.32,Sep 14 2016,Google Consumer Surveys
MO,39.68,46.1,Aug 26 2016,IPSOS
MO,35.45,31.19,Sep 09 2016,Google Consumer Surveys
MO,46.15,41.13,Aug 24 2016,IPSOS
MO,37.17,32.83,Sep 09 2016,Google Consumer Surveys
MO,35.53,34.72,Sep 09 2016,Google Consumer Surveys
MO,42,40,Apr 08 2016,DFMResearch
MO,38.89,28.71,Sep 09 2016,Google Consumer Surveys
MO,38,43,Mar 14 2016,Fort Hays State University
MO,38,43,Jun 18 2016,Remington
MO,41.09,47.19,Nov 03 2016,IPSOS
MO,36,46,Jul 15 2016,PPP
MS,42,50,Nov 08 2016,SurveyMonkey
MS,25.02,52.3,Nov 07 2016,Google Consumer Surveys
MS,39.5,45.5,Nov 07 2016,YouGov
MS,35.93,53.09,Nov 07 2016,IPSOS
MS,41,50,Nov 07 2016,SurveyMonkey
MS,25.83,55.37,Nov 01 2016,Google Consumer Surveys
MS,31.66,56.41,Nov 03 2016,IPSOS
MS,42,49,Oct 28 2016,SurveyMonkey
MS,39,52,Aug 17 2016,Magellan Strategies
MS,32.48,46.54,Oct 27 2016,Google Consumer Surveys
MS,34.24,53.55,Nov 04 2016,IPSOS
MS,40,50,Nov 05 2016,SurveyMonkey
MS,40,49,Nov 04 2016,SurveyMonkey
MS,40,48,Nov 03 2016,SurveyMonkey
MS,31.1,45.01,Oct 21 2016,Google Consumer Surveys
MS,33.21,51.84,Oct 29 2016,IPSOS
MS,41,47,Nov 02 2016,SurveyMonkey
MS,41,48,Nov 01 2016,SurveyMonkey
MS,42,50,Oct 27 2016,SurveyMonkey
MS,37.3,52.08,Oct 22 2016,IPSOS
MS,42,47,Oct 31 2016,SurveyMonkey
MS,41.16,48.59,Oct 15 2016,IPSOS
MS,22.04,53.32,Oct 17 2016,Google Consumer Surveys
MS,39.96,51.09,Oct 10 2016,IPSOS
MS,42,50,Oct 26 2016,SurveyMonkey
MS,23.91,50.69,Oct 10 2016,Google Consumer Surveys
MS,38.2,49.22,Oct 03 2016,IPSOS
MS,24.3,45.98,Oct 05 2016,Google Consumer Surveys
MS,43,46,Sep 06 2016,SurveyMonkey
MS,37.59,49.94,Sep 26 2016,IPSOS
MS,25.49,52.31,Sep 28 2016,Google Consumer Surveys
MS,17.14,54.84,Sep 22 2016,Google Consumer Surveys
MS,37.2,51.15,Sep 16 2016,IPSOS
MS,35.29,58.25,Sep 10 2016,IPSOS
MS,20.26,56.57,Sep 14 2016,Google Consumer Surveys
MS,30.33,58.52,Sep 04 2016,IPSOS
MS,26.97,53.12,Sep 09 2016,Google Consumer Surveys
MS,25.24,47.98,Sep 09 2016,Google Consumer Surveys
MS,36.54,53.49,Aug 26 2016,IPSOS
MS,38.33,51.86,Aug 24 2016,IPSOS
MS,23.07,53.52,Sep 09 2016,Google Consumer Surveys
MS,43,46,Apr 05 2016,MasonDixon
MS,17.52,52.99,Sep 09 2016,Google Consumer Surveys
MT,30,52,Nov 08 2016,SurveyMonkey
MT,36,46,Oct 16 2016,MasonDixon
MT,34.62,34.96,Nov 07 2016,Google Consumer Surveys
MT,31,53,Nov 07 2016,SurveyMonkey
MT,27,43,Oct 25 2016,MontanaStateU
MT,31.7,44.1,Nov 07 2016,YouGov
MT,34.75,53.66,Nov 07 2016,IPSOS
MT,27.14,39.32,Nov 01 2016,Google Consumer Surveys
MT,35,51,Oct 28 2016,SurveyMonkey
MT,31.59,47.82,Oct 29 2016,IPSOS
MT,27.82,38.99,Oct 27 2016,Google Consumer Surveys
MT,32,53,Nov 05 2016,SurveyMonkey
MT,33.5,51.55,Nov 04 2016,IPSOS
MT,34,53,Nov 04 2016,SurveyMonkey
MT,34,51,Nov 03 2016,SurveyMonkey
MT,35,51,Oct 27 2016,SurveyMonkey
MT,34,50,Nov 02 2016,SurveyMonkey
MT,36,49,Nov 01 2016,SurveyMonkey
MT,38.19,34.88,Oct 21 2016,Google Consumer Surveys
MT,38,48,Oct 31 2016,SurveyMonkey
MT,31.74,50.8,Oct 22 2016,IPSOS
MT,33.91,54.15,Oct 15 2016,IPSOS
MT,27.78,28.31,Oct 17 2016,Google Consumer Surveys
MT,34.26,57.98,Oct 10 2016,IPSOS
MT,32.1,40.84,Oct 10 2016,Google Consumer Surveys
MT,35,52,Oct 26 2016,SurveyMonkey
MT,31,44,Sep 06 2016,SurveyMonkey
MT,39.76,53.47,Oct 03 2016,IPSOS
MT,31.06,37.96,Oct 05 2016,Google Consumer Surveys
MT,36.29,53.6,Sep 26 2016,IPSOS
MT,32.15,36.3,Sep 28 2016,Google Consumer Surveys
MT,39.04,52.31,Sep 16 2016,IPSOS
MT,32.75,28.94,Sep 22 2016,Google Consumer Surveys
MT,29.77,60.2,Sep 10 2016,IPSOS
MT,27.8,34.93,Sep 14 2016,Google Consumer Surveys
MT,39.93,46.87,Aug 24 2016,IPSOS
MT,29.85,32.2,Sep 09 2016,Google Consumer Surveys
MT,32.36,33.33,Sep 09 2016,Google Consumer Surveys
MT,35.91,28.11,Sep 09 2016,Google Consumer Surveys
MT,30.27,33.17,Sep 09 2016,Google Consumer Surveys
MT,30,51.4,Jun 08 2016,MontanaStateU
NC,44,44,Nov 07 2016,SienaColl
NC,47,45,Nov 07 2016,QuinnipiacU
NC,49,47,Nov 04 2016,PPP
NC,45,48,Nov 06 2016,Remington
NC,48,41,Nov 08 2016,SurveyMonkey
NC,46,45,Nov 07 2016,Gravis Marketing
NC,44,51,Nov 01 2016,SurveyUSA
NC,47,41,Oct 30 2016,MaristColl
NC,48,45,Oct 30 2016,YouGov
NC,44.16,49.13,Nov 02 2016,Trafalgar Group
NC,42,41.2,Nov 01 2016,ElonU
NC,49,43,Nov 07 2016,Rasmussen
NC,48,45,Oct 29 2016,Emerson College
NC,46,39,Oct 25 2016,SienaColl
NC,48,47,Oct 17 2016,CNN/Opinion Research Corp.
NC,47,44,Nov 02 2016,QuinnipiacU
NC,47,46,Oct 24 2016,MonmouthU
NC,42,41,Oct 24 2016,The Times-Picayune/Lucid
NC,44,42,Oct 19 2016,National Research Inc.
NC,35.03,40.65,Nov 07 2016,Google Consumer Surveys
NC,46,44,Oct 18 2016,SurveyUSA
NC,44,43,Oct 03 2016,Selzer
NC,46,46.9,Nov 07 2016,IPSOS
NC,45,41,Oct 13 2016,MaristColl
NC,44.8,43.4,Oct 13 2016,SuffolkU
NC,47,44,Oct 24 2016,PPP
NC,43.5,41.3,Nov 07 2016,YouGov
NC,49,47,Oct 30 2016,Gravis Marketing
NC,43,42,Oct 10 2016,HighPointUniversity
NC,47,43,Oct 27 2016,QuinnipiacU
NC,40,45,Sep 21 2016,FoxNews
NC,46,42,Oct 13 2016,Emerson College
NC,44.5,39,Oct 04 2016,ElonU
NC,48,45,Nov 04 2016,Rasmussen
NC,38,35,Sep 27 2016,Meredith College
NC,45,47,Oct 31 2016,Remington
NC,46,46,Nov 01 2016,Rasmussen
NC,49,44,Nov 03 2016,Rasmussen
NC,48,41,Nov 07 2016,SurveyMonkey
NC,44,40,Sep 23 2016,Greenberg Quinlan Rosner (Democracy Corps)
